fuente,nombre,marca,categoria,url,ingredientes,condiciones_alimentarias,porcion,porciones_por_envase,energia_kcal,proteinas_g,grasas_totales_g,grasas_saturadas_g,grasas_trans_g,colesterol_mg,carbohidratos_g,azucares_g,sodio_mg,fibra_dietetica_g,tipo_alimento,base_calculo,sello_alto_calorias,sello_alto_azucares,sello_alto_grasas_sat,sello_alto_sodio,total_sellos
Jumbo,Leche Colun Semidescremada 1 L,Colun,"Leche Líquida > Leches > Lácteos, Huevos y Congelados",https://www.jumbo.cl/leche-colun-semi-descremada-1-litro,"Leche fluida natural semidescremada,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Kosher",1 Vaso (200 ml),5,43 / 86,3.2 / 6.4,1.2 / 2.4,0.77 / 1.5,0.04 / 0.1,4 / 8,4.6 / 9.2,4.6 / 9.2,40 / 80,,liquido,por_100ml,NO,NO,NO,NO,0
Jumbo,Crema de Leche Light 200 g,Cuisine & Co,"Cremas > Harinas, Postres y Repostería > Despensa > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co",https://www.jumbo.cl/crema-de-leche-light-200g-cuisine-and-co-1990099,"Crema de leche natural,  Concentrado de proteína de leche,  Estabilizante celulosa microcristalina,  Estabilizante goma xantán,  Estabilizante carboximetil celulosa sódica,  Estabilizante carragenina,  Leche","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",2 Cucharadas (15 g),13,169 / 25.4,3.5 / 0.5,15 / 2.3,8.9 / 1.3,0.6 / 0.1,45 / 6.8,4.9 / 0.7,4.9 / 0.7,48 / 7.2,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Crema de Leche Colun 200 ml,Colun,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-de-leche-colun-caja-200-ml,"Crema de leche natural,  Espesante celulosa microcristalina,  Espesante carboximetilcelulosa,  Espesante carragenina,  Colorante indigotina,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",2 Cucharadas (15 ml),13,317 / 47.6,2 / 0.3,33 / 5,21.12 / 3.2,1.42 / 0.2,106 / 15.9,4.9 / 0.7,2.9 / 0.4,29 / 4.4,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Chocolate de Leche Trencito 150 g,Trencito,"Chocolates en Barra > Chocolates > Chocolates, Galletas y Snacks",https://www.jumbo.cl/chocolate-trencito-150-g-barra,"Azúcar,  Leche (25%),  Manteca de cacao,  Masa de cacao,  Aceite vegetal fraccionado palma,  Aceite vegetal fraccionado shea,  Lecitina de soya,  Polirricinoleato de poliglicerol,  Saborizante natural vainilla de madagascar,  Leche,  Soya","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Trigo, Kosher",6 Cuadritos (25 g),6,548 / 137,8.3 / 2.1,30.5 / 7.6,19 / 4.8,0.6 / 0.2,22 / 5.5,60 / 15,52.3 / 13.1,108 / 27,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Leche Loncoleche Entera 1 L,Loncoleche,"Leche Líquida > Leches > Lácteos, Huevos y Congelados",https://www.jumbo.cl/leche-entera-loncoleche-1-l,"Leche fluida natural entera,  Maltodextrina,  Vitamina d3 (colecalciferol), Leche fluida natural entera,  Maltodextrina,  Vitamina d3 (colecalciferol)","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Soya, Libre de Trigo, Libre de Huevo, Libre de Gluten, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten","1 Vaso (200 ml), 1 Vaso (200 ml)","5, 5","59 / 118, 59 / 118","3.1 / 6.2, 3.1 / 6.2","3.1 / 6.2, 3.1 / 6.2","2 / 4, 2 / 4","0.1 / 0.2, 0.1 / 0.2","10.5 / 21, 10.5 / 21","4.6 / 9.2, 4.6 / 9.2","4.6 / 9.2, 4.6 / 9.2","40 / 80, 40 / 80",,liquido,por_100ml,NO,NO,SI,NO,1
Jumbo,Crema de Leche Parmalat 200 g,Parmalat,"Cremas > Harinas, Postres y Repostería > Despensa",https://www.jumbo.cl/crema-de-leche-parmalat-200gr-2026813,"Crema de leche (18% materia grasa),  Almidón de maíz modificado,  Carragenina,  Citrato de sodio,  Tripolifosfato de sodio,  Leche (caseína-lactosa)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharada (15 ml),13,189,2.6,18,11.6,0.2,58,4.2,3.3,55,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Chocolate de Leche Milka 80 g,Milka,"Chocolates en Barra > Chocolates > Chocolates, Galletas y Snacks",https://www.jumbo.cl/chocolate-milka-leche-80-gr-1961629,"Azúcar,  Manteca de cacao,  Pasta de cacao,  Leche descremada en polvo,  Suero de leche en polvo,  Grasa anhidra de leche,  Pasta de avellana,  Emulsionante lecitina de soya,  Aromatizante idéntico al natural vainillina,  Leche,  Avellana,  Derivados de soya","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Nueces, Libre de Sulfitos",1/4 de Unidad (20 g),4,534 / 106.8,6.5 / 1.3,31 / 6.2,19 / 3.8,0 / 0,18 / 3.6,57 / 11.4,55 / 11,110 / 22,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Chocolate de Leche Cachet 300 g,Cachet,"Chocolates en Barra > Chocolates > Chocolates, Galletas y Snacks > Experiencias Jumbo > Productos Importados > Productos Europeos",https://www.jumbo.cl/chocolate-de-leche-cachet-300g,"Azúcar,  Manteca de cacao,  Masa de cacao,  Leche entera en polvo,  Lecitina de soya,  Aromatizante natural a vainilla,  Leche (lactosa),  Soya","Vegetariano, Libre de Peces, Libre de Mariscos, Libre de Sulfitos, Kosher",2 Trozos (30 g),10,534 / 160.2,5.8 / 1.7,31 / 9.3,18 / 5.4,0.3 / 0.1,15 / 4.5,57 / 17.1,56 / 16.8,55 / 16.5,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Chocolate de Leche Hershey 92 g,Hershey's,"Chocolates en Barra > Chocolates > Chocolates, Galletas y Snacks",https://www.jumbo.cl/chocolate-hershey-s-leche-92-g,"Azúcar,  Masa de cacao,  Manteca de cacao,  Leche entera en polvo (12.91%),  Permeado de suero de leche en polvo,  Grasa vegetal fraccionada de palma,  Grasa vegetal fraccionada de karité,  Grasa anhidra de leche,  Suero de leche,  Lactosuero permeado en polvo,  Emulsionante (lecitina de soya),  Emulsionante (polirricinoleato de poliglicerol),  Saborizante idéntico al natural vainillina,  Aromatizado con vainillina,  Gluten,  Soya,  Leche","Libre de Mariscos, Libre de Sulfitos, Libre de Peces, Libre de Huevo, Vegetariano",1/3 Barra (25 g),3,535 / 133.8,5.3 / 1.3,30 / 7.5,19 / 4.8,0.1 / 0,16 / 4,61 / 15.3,57 / 14.3,103 / 25.8,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Chocolate de Leche Trencito 24 g,Nestlé,"Chocolates y Tentaciones > Chocolates > Chocolates, Galletas y Snacks",https://www.jumbo.cl/trencito-nestl-24-g,"Azúcar,  Leche (25%),  Manteca de cacao,  Masa de cacao,  Aceite vegetal fraccionado de palma,  Aceite vegetal fraccionado de shea,  Lecitina de soya,  Polirricinoleato de poliglicerol,  Saborizante natural vainilla de madagascar,  Leche,  Soya","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Trigo, Kosher",1 Unidad (24 g),1,548 / 131.5,8.3 / 2,30.5 / 7.3,19 / 4.6,0.6 / 0.1,22 / 5.3,60 / 14.4,52.3 / 12.6,108 / 25.9,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Chocolate de Leche Lob 120 g,Lob,"Chocolates en Barra > Chocolates > Chocolates, Galletas y Snacks > Experiencias Jumbo > Productos Importados > Productos Europeos",https://www.jumbo.cl/chocolate-de-leche-lob-120g-2043261,"Azúcar,  Leche entera en polvo,  Manteca de cacao,  Masa de cacao,  Lecitina de soya,  Aromatizante natural de vainilla,  Masa de cacao,  Azúcar,  Manteca de cacao,  Lecitina de soya,  Aromatizante natural de vainilla","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Sulfitos",4 Unidades (40 g),2,537 / 214.8,7.3 / 2.9,32 / 12.8,20 / 8,0.5 / 0.2,16 / 6.4,52 / 20.8,49 / 19.6,56 / 22.4,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Leche Soprole Proteína Natural 1 L,Soprole,"Leche Líquida > Leches > Lácteos, Huevos y Congelados",https://www.jumbo.cl/leche-protein-soprole-blanca-semidesc-1l,,,,,,,,,,,,,,,liquido,por_100ml,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Leche Loncoleche Proteína Chocolate 200 ml,Loncoleche,"Leche Líquida > Leches > Lácteos, Huevos y Congelados",https://www.jumbo.cl/leche-loncoleche-proteina-200ml-choc-1892376,"Leche fluida descremada,  Concentrado de proteína de leche,  Cacao 1%,  Goma de celulosa,  Carragenina,  Sabor idéntico a natural,  Difosfato tetrasódico,  Sucralosa,  Enzima lactasa","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa",1 Envase (200 ml),1,39 / 78,4.6 / 9.2,0.2 / 0.4,,,,4.7 / 9.4,4.4 / 8.8,79 / 158,,liquido,por_100ml,NO,NO,sin_datos,NO,0
Jumbo,Yogurt Natural Pucará 210 g,Pucará,"Yoghurt Natural y Griego > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-pucara-natural-210-g,"Leche fluida entera de vaca,  Leche en polvo descremada,  Cepa de yoghurt l. bulgaricus,  Cepa de yoghurt s. thermophilus,  Sorbato de potasio,  Caseína,  Lactosa","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Kosher",1 Unidad (210 g),1,86 / 180.6,4.7 / 9.9,4.3 / 9,2.8 / 5.9,0.2 / 0.4,11 / 23.1,7 / 14.7,4.6 / 9.7,45 / 94.5,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Tulipes Yogurt Cranberry 2 un.,Europastry,"Muffins, Queques y Magdalenas > Pastelería > Panadería y Pastelería",https://www.jumbo.cl/tulipes-yoghurt-cranberry-x2-1876579,"Agua,  Harina de trigo,  Azúcar,  Aceite vegetal (girasol),  Jarabe de glucosa y fructosa,  Arándano rojo 6.6%,  Huevo en polvo,  Yogur en polvo 3%,  Fosfato de dialmidón,  Fosfato de dialmidón hidroxipropilado,  Leudante (difosfatos),  Leudante (carbonatos de sodio),  Grasa vegetal (palma),  Grasa vegetal (coco),  Emulsionante (mono y diglicéridos de ácido grasos),  Emulsionante (ésteres diacetiltartáricos y de los ácidos grasos de glicerol),  Humectante (sorbitol),  Humectante (jarabe de sorbitol),  Gluten de trigo,  Leche descremada en polvo,  Dextrosa,  Sal,  Saborizantes naturales,  Almidón,  Estabilizante (goma xantán),  Saborizante de yogur,  Regulador de acidez (ácido cítrico),  Colorante (betacarotenos (extractos naturales)),  Colorante (dióxido de titanio),  Espesante (goma xantán),  Conservante (sorbato de potasio),  Antioxidante (concentrado de tocoferoles mixtos),  Gluten,  Huevo,  Leche","Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Sulfitos",1 Tulipes Yoghurt (110 g),2,368 / 404.8,"4.9 / 5.4, 4.9 / 5.4","18 / 19.8, 18 / 19.8","3.4 / 3.7, 3.4 / 3.7","0.04 / 0, 0.04 / 0",0 / 0,47 / 51.7,27 / 29.7,400 / 440,,solido,por_100g,SI,SI,NO,SI,3
Jumbo,Yogurt Artesanal Natural 200 g,Jumbo Artesanal,"Yoghurt Natural y Griego > Yoghurt > Lácteos, Huevos y Congelados > Experiencias Jumbo > Marcas Exclusivas > Jumbo Artesanal",https://www.jumbo.cl/yog-art-nat-200g,"Leche fluida entera de vaca,  Leche en polvo descremada,  Concentrado de proteínas lácteas,  Cepa de yogurt l. bulgaricus,  Cepa de yogurt s. thermophilus,  Sorbato de potasio,  Caseína (leche),  Lactosa (leche)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Frasco (200 g),1,76 / 152,5.3 / 10.6,3.5 / 7,2.2 / 4.4,0 / 0,15.4 / 30.8,6.1 / 12.2,5.2 / 10.4,57 / 114,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Soprole Proteína Natural 155 g,Soprole,"Yoghurt con Proteínas > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-protein-natural-155-g,"Leche natural parcialmente descremada,  Sólidos lácteos,  Gelatina,  Sorbato de potasio,  Lactasa,  Sucralosa,  Cepa de yoghurt l. bulgaricus,  Cepa de yoghurt s. thermophilus,  Estevia","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa, Kosher",1 Unidad (155 g),1,68 / 105.4,6.6 / 10.2,1.8 / 2.8,1.34 / 2.1,0.05 / 0.1,11.4 / 17.7,6.3 / 9.8,6.3 / 9.8,65 / 100.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Loncoleche Proteína Arándano 140 g,Loncoleche,"Yoghurt con Proteínas > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-proteina-arandano-140-g,"Leche fluida descremada,  Saborizante idéntico a natural,  Colorante natural carmín,  Sorbato de potasio,  Enzima lactasa,  Sucralosa,  Estevia (glicósidos de esteviol),  Cultivo láctico (l. bulgaricus),  Cultivo láctico (s. thermophilus)","Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Trigo, Libre de Lactosa",1 Envase (140 g),1,60 / 84,8.8 / 12.3,0.1 / 0.1,0.1 / 0.1,0 / 0,5.1 / 7.1,5.9 / 8.3,3.9 / 5.5,40 / 56,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Natural Soprole Aflanado 155 g,Soprole,"Yoghurt Natural y Griego > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-batido-soprole-155-g-natural,"Leche natural entera,  Sólidos lácteos,  Gelatina,  Sorbato de potasio,  Cepa de yoghurt l. bulgaricus,  Cepa de yoghurt s. thermophilus","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Kosher",1 Unidad (155 g),1,69 / 107,4.2 / 6.5,3 / 4.7,2.11 / 3.3,0.06 / 0.1,8.6 / 13.3,6.4 / 9.9,4.8 / 7.4,43 / 66.7,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Loncoleche Proteína Natural 140 g,Loncoleche,"Yoghurt con Proteínas > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yogurt-loncoleche-protein-natural-140gr-2050298,"Leche fluida descremada,  Sorbato de potasio,  Enzima lactasa,  Cultivo láctico (l. bulgaricus),  Cultivo láctico (s. thermophilus)","Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Lactosa",1 Envase (140 g),1,65 / 91,8.8 / 12.3,0.7 / 1,0.4 / 0.6,0 / 0,5.1 / 7.1,5.9 / 8.3,5.9 / 8.3,65 / 91,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Compota Plátano y Yogurt 90 g,Cuisine & Co,Compotas y Pouch > Conservas > Despensa > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/compota-yogurt-banana-cuisine-and-co-90g-1899270,"Puré de plátano (85%),  Leche entera pasteurizada,  Cepas de yogurt,  Jugo concentrado de limón,  Caseína (leche)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Envase (90 g),1,87.2 / 78.5,1.2 / 1.1,2 / 1.8,,,,16.1 / 14.5,13.3 / 12,9.9 / 8.9,,solido,por_100g,NO,SI,sin_datos,NO,1
Jumbo,Yogurt Soprole 1+1 Pote 155 g,Soprole,"Yoghurt Batido > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yog-soprole-1-1-155gr-nat-endulzado,"Leche natural parcialmente descremada,  Crema de leche,  Azúcar,  Almidón de maíz modificado,  Sólidos lácteos,  Gelatina,  Sorbato de potasio,  Cepa de yoghurt (l. bulgaricus),  Cepa de yoghurt (s. thermophilus),  Saborizante artificial,  Saborizantes idénticos al natural,  Maltodextrina,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Unidad (155 g),1,95 / 147.3,3.6 / 5.6,4.7 / 7.3,3.3 / 5.1,0.14 / 0.2,11.5 / 17.8,9.6 / 14.9,7.1 / 11,45 / 69.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Batido Colun Piña 125 g,Colun,"Yoghurt Batido > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-batido-colun-pina-125-g,"Leche fluida natural semidescremada,  Azúcar,  Sólidos lácteos,  Espesante gelatina,  Sabor idéntico a natural,  Colorante natural cúrcuma,  Cepas de yoghurt,  Sorbato de potasio,  Edulcorante natural estevia,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Vaso (125 g),1,80 / 100,3.5 / 4.4,1.8 / 2.3,1.15 / 1.4,0.08 / 0.1,7 / 8.8,12.4 / 15.5,9.9 / 12.4,45 / 56.3,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Kéfir Colun Frambuesa 120 g,Colun,"Yoghurt Sin Lactosa > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-kefir-colun-120g-framb-1961117006,"Leche fluida natural entera,  Azúcar,  Gelatina sabor natural,  Colorante natural carmín de cochinilla,  Cepa de yoghurt lactobacillus delbrueckii subsp bulgaricus,  Cepa de yoghurt streptococcus thermophilus,  Cultivo láctico lactobacillus casei,  Cultivo láctico lactobacillus acidophilus,  Cultivo láctico bifidobacterium lactis,  Cultivo láctico lactobacillus rhamnosus,  Cultivo láctico lactococcus lactis subsp. cremoris,  Cultivo láctico lactococcus lactis subsp. lactis,  Cultivo láctico lactococcus lactis subsp. lactis biovar. diacetylactis,  Cultivo láctico leuconostoc mesenteroides ssp. cremoris,  Cultivo láctico lactobacilus delbrueckii subsp lactis,  Cultivo láctico lactobacillus rhamnosus hn001,  Cultivo probiótico bifidobacterium lactis,  Enzima lactasa,  Sorbato de potasio,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa",1 Vaso (120 g),1,86 / 103.2,3.1 / 3.7,3.1 / 3.7,1.98 / 2.4,0.13 / 0.2,11 / 13.2,11.3 / 13.6,9.9 / 11.9,50 / 60,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Colun Light Vainilla 120 g,Colun,"Yoghurt Light y Sin Azúcar > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yog-colun-light-120gr-vainilla-1970302005,"Leche fluida natural descremada,  Fructosa,  Sólidos lácteos,  Espesante almidón modificado,  Espesante gelatina,  Sabor idéntico a natural,  Colorante natural annato,  Colorante natural cúrcuma,  Cepas de yoghurt,  Sorbato de potasio,  Edulcorante natural estevia,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Gluten",1 Vaso (120 g),1,55 / 66,4.5 / 5.4,0.3 / 0.4,0.19 / 0.2,0.01 / 0,2 / 2.4,8.5 / 10.2,7.1 / 8.5,45 / 54,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Batido Colun Plátano 125 g,Colun,"Yoghurt Batido > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-batido-colun-platano-125-g,"Leche fluida natural semidescremada,  Azúcar,  Sólidos lácteos,  Espesante gelatina,  Sabor idéntico a natural,  Colorante natural annato,  Colorante natural cúrcuma,  Cepas de yoghurt,  Sorbato de potasio,  Edulcorante natural estevia,  Vitamina d3","Libre de Trigo, Libre de Gluten, Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Vaso (125 g),1,"80 / 100, 80 / 100",3.5 / 4.4,1.8 / 2.3,1.15 / 1.4,0.08 / 0.1,7 / 8.8,12.4 / 15.5,9.9 / 12.4,45 / 56.3,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Batido Colun Cereza 125 g,Colun,"Yoghurt Batido > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-batido-colun-cereza-125-g,"Leche fluida natural semidescremada,  Azúcar,  Sólidos lácteos,  Espesante (gelatina),  Sabor idéntico a natural,  Colorante natural carmín de cochinilla,  Cepas de yoghurt,  Sorbato de potasio,  Edulcorante natural (estevia),  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Vaso (125 g),1,80 / 100,3.5 / 4.4,1.8 / 2.3,1.15 / 1.4,0.08 / 0.1,7 / 8.8,12.4 / 15.5,9.9 / 12.4,45 / 56.3,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Yogurt Kéfir Colun Piña 120 g,Colun,"Yoghurt Batido > Yoghurt > Lácteos, Huevos y Congelados",https://www.jumbo.cl/yoghurt-kefir-colun-120g-pina-1961117002,"Leche fluida natural entera,  Azúcar,  Gelatina,  Sabor natural,  Cepa de yoghurt (lactobacillus delbrueckii subsp. bulgaricus),  Cepa de yoghurt (streptococcus thermophilus),  Cultivo láctico (lactobacillus casei),  Cultivo láctico (lactobacillus acidophilus),  Cultivo láctico (bifidobacterium lactis),  Cultivo láctico (lactobacillus rhamnosus),  Cultivo láctico (lactococcus lactis subsp. cremoris),  Cultivo láctico (lactococcus lactis subsp. lactis),  Cultivo láctico (lactococcus lactis subsp. lactis biovar. diacetylactis),  Cultivo láctico (leuconostoc mesenteroides ssp. cremoris),  Cultivo láctico (lactobacillus delbrueckii subsp. lactis),  Cultivo láctico (lactobacillus rhamnosus hn001),  Cultivo probiótico (bifidobacterium lactis),  Enzima lactasa,  Sorbato de potasio,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa",1 Vaso (120 g),1,86 / 103.2,3.1 / 3.7,3.1 / 3.7,1.98 / 2.4,0.13 / 0.2,11 / 13.2,11.3 / 13.6,9.9 / 11.9,50 / 60,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Galletas Gretel Yogurt Frutilla 85 g,Costa,"Galletas Rellenas y Bañadas > Galletas Dulces > Chocolates, Galletas y Snacks",https://www.jumbo.cl/galletas-gretel-costa-85-g-rellenas-con-crema-de-yoghurt-frutilla-2,"Harina de trigo,  Azúcar,  Aceite vegetal (soya),  Aceite vegetal (palmiste),  Aceite vegetal (soya interesterificado),  Aceite vegetal (palmiste interesterificado),  Margarina de repostería,  Suero de leche en polvo,  Almidón de maíz,  Aceite de palma fraccionado,  Leche entera en polvo,  Jarabe de fructosa,  Lecitina de soya (emulsificante),  Sal,  Emulsificante mono y diglicéridos,  ácido láctico (regulador de acidez),  Bicarbonato de amonio (leudante),  Estearoil lactilato de calcio (emulsificante),  Bicarbonato de sodio (leudante),  Saborizantes artificiales,  Fosfato monocálcico (leudante),  Colorante natural carmín (s.i.n. 120),  Emulsificante pgpr (s.i.n. 476),  Saborizante idéntico a natural,  Colorante artificial rojo de cochinilla (s.i.n. 124),  Huevos,  Gluten,  Leche,  Soya","Libre de Peces, Libre de Mariscos",4 Unidades (30 g),3,513 / 153.9,4.5 / 1.4,24.8 / 7.4,14 / 4.2,0.45 / 0.1,3.07 / 0.9,68.1 / 20.4,36.5 / 11,381 / 114.3,,solido,por_100g,SI,SI,SI,NO,3
